image_id,filename,coordinateX,coordinateY,Tumor,Scanner,Origin,Species,expert1,expert2,expert3,majority
623.png,241.tiff,6515,343,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
624.png,241.tiff,6514,1541,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
625.png,241.tiff,4502,2631,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
626.png,241.tiff,1075,3022,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
627.png,241.tiff,4253,3231,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
628.png,241.tiff,4757,2831,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
629.png,241.tiff,2432,3893,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
630.png,241.tiff,1500,4831,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
631.png,241.tiff,2270,480,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
632.png,241.tiff,2453,3137,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
633.png,241.tiff,4860,1332,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
634.png,241.tiff,585,3248,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
635.png,242.tiff,5754,748,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
636.png,242.tiff,5551,176,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
637.png,242.tiff,4662,224,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
638.png,242.tiff,3509,861,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
639.png,242.tiff,6448,129,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
640.png,242.tiff,5915,952,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
641.png,242.tiff,1866,1240,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
642.png,242.tiff,3464,1628,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
643.png,242.tiff,661,1887,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
644.png,242.tiff,812,2593,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
645.png,242.tiff,4668,2361,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
646.png,242.tiff,2539,3139,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
647.png,242.tiff,3152,3196,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
648.png,242.tiff,4468,3357,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
649.png,242.tiff,6269,3148,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
650.png,242.tiff,6443,3158,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
651.png,242.tiff,201,4168,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
652.png,242.tiff,2627,4231,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
653.png,242.tiff,4228,4227,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
654.png,242.tiff,4101,3741,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
655.png,242.tiff,2557,4748,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
656.png,242.tiff,2673,4749,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
657.png,242.tiff,1972,4836,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
658.png,242.tiff,4105,4743,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
659.png,242.tiff,6052,4466,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
660.png,242.tiff,1263,1998,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
661.png,242.tiff,5231,4047,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
662.png,244.tiff,287,501,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
663.png,244.tiff,3504,740,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
664.png,244.tiff,5939,654,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
665.png,244.tiff,4123,1412,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
666.png,244.tiff,5307,1667,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
667.png,244.tiff,3075,1959,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
668.png,244.tiff,4713,4716,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
669.png,245.tiff,794,170,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
670.png,245.tiff,787,489,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
671.png,245.tiff,779,569,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
672.png,245.tiff,381,606,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
673.png,245.tiff,426,896,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
674.png,245.tiff,765,674,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
675.png,245.tiff,2119,458,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
676.png,245.tiff,1758,166,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
677.png,245.tiff,1978,236,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
678.png,245.tiff,1856,637,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
679.png,245.tiff,2668,833,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
680.png,245.tiff,2659,808,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
681.png,245.tiff,2551,777,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
682.png,245.tiff,2577,721,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
683.png,245.tiff,3379,885,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
684.png,245.tiff,3386,772,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
685.png,245.tiff,3793,842,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
686.png,245.tiff,3856,930,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
687.png,245.tiff,3698,278,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
688.png,245.tiff,3537,517,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
689.png,245.tiff,3137,193,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
690.png,245.tiff,4561,65,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
691.png,245.tiff,5915,248,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
692.png,245.tiff,5995,113,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
693.png,245.tiff,6356,535,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
694.png,245.tiff,6452,479,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
695.png,245.tiff,2945,1264,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
696.png,245.tiff,3395,1093,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
697.png,245.tiff,4289,1298,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
698.png,245.tiff,5404,1532,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
699.png,245.tiff,5617,1382,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
700.png,245.tiff,5749,1537,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
701.png,245.tiff,6358,1194,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
702.png,245.tiff,6156,1758,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
703.png,245.tiff,470,2238,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
704.png,245.tiff,728,2336,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
705.png,245.tiff,1449,2653,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
706.png,245.tiff,1357,2136,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
707.png,245.tiff,1432,2291,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
708.png,245.tiff,1535,1996,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
709.png,245.tiff,2021,2486,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
710.png,245.tiff,2168,2329,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
711.png,245.tiff,2898,2381,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
712.png,245.tiff,2978,2272,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
713.png,245.tiff,2963,1937,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
714.png,245.tiff,4860,2219,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
715.png,245.tiff,4774,2184,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
716.png,245.tiff,4563,2632,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
717.png,245.tiff,6073,2175,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
718.png,245.tiff,6086,2022,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
719.png,245.tiff,6240,2239,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
720.png,245.tiff,6156,2582,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
721.png,245.tiff,6190,2368,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
722.png,245.tiff,6024,2117,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
723.png,245.tiff,678,3321,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
724.png,245.tiff,1317,3016,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
725.png,245.tiff,1550,2820,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
726.png,245.tiff,1962,3084,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
727.png,245.tiff,1749,2946,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
728.png,245.tiff,1923,2947,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
729.png,245.tiff,1544,3070,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
730.png,245.tiff,2385,3176,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
731.png,245.tiff,3849,2809,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
732.png,245.tiff,4005,3569,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
733.png,245.tiff,5126,3081,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
734.png,245.tiff,5303,2918,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
735.png,245.tiff,5760,3428,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
736.png,245.tiff,6134,2765,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
737.png,245.tiff,6494,3328,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
738.png,245.tiff,6383,3450,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
739.png,245.tiff,688,3716,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
740.png,245.tiff,693,3632,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
741.png,245.tiff,965,3853,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
742.png,245.tiff,1344,4058,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
743.png,245.tiff,1516,3831,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
744.png,245.tiff,2326,4164,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
745.png,245.tiff,2690,4141,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
746.png,245.tiff,4020,4261,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
747.png,245.tiff,4955,4176,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
748.png,245.tiff,5579,4505,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
749.png,245.tiff,5709,3954,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
750.png,245.tiff,6137,3725,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
751.png,245.tiff,5954,4109,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
752.png,245.tiff,6520,3700,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
753.png,245.tiff,6121,4391,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
754.png,245.tiff,1068,4532,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
755.png,245.tiff,4244,4653,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
756.png,245.tiff,6530,4641,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
757.png,245.tiff,5954,4885,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
758.png,245.tiff,6061,4882,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
759.png,246.tiff,1168,367,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
760.png,246.tiff,1231,459,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
761.png,246.tiff,1244,133,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
762.png,246.tiff,1413,239,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
763.png,246.tiff,566,137,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
764.png,246.tiff,649,54,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
765.png,246.tiff,308,173,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
766.png,246.tiff,371,580,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
767.png,246.tiff,1289,841,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
768.png,246.tiff,1625,805,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
769.png,246.tiff,3542,933,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
770.png,246.tiff,3712,837,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
771.png,246.tiff,4236,569,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
772.png,246.tiff,4344,728,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
773.png,246.tiff,4664,871,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
774.png,246.tiff,5250,931,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
775.png,246.tiff,5340,804,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
776.png,246.tiff,5708,861,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
777.png,246.tiff,5298,192,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
778.png,246.tiff,5295,125,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
779.png,246.tiff,5120,398,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
780.png,246.tiff,5910,639,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
781.png,246.tiff,6028,307,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
782.png,246.tiff,6359,292,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
783.png,246.tiff,1191,1372,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
784.png,246.tiff,1418,1446,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
785.png,246.tiff,1423,1848,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
786.png,246.tiff,1144,1705,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
787.png,246.tiff,421,1519,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
788.png,246.tiff,722,1369,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
789.png,246.tiff,753,1105,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,NMF,NMF,NMF
790.png,246.tiff,2650,987,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
791.png,246.tiff,2727,1115,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
792.png,246.tiff,3408,1581,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
793.png,246.tiff,4126,1455,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
794.png,246.tiff,3852,1858,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
795.png,246.tiff,4659,1278,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
796.png,246.tiff,5212,1600,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
797.png,246.tiff,5241,1445,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
798.png,246.tiff,5661,1573,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
799.png,246.tiff,5948,1833,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
800.png,246.tiff,1207,2299,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
801.png,246.tiff,1526,2346,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
802.png,246.tiff,1297,2478,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF
803.png,246.tiff,1581,2195,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
804.png,246.tiff,1903,2725,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
805.png,246.tiff,2066,2204,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
806.png,246.tiff,2361,2149,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
807.png,246.tiff,2729,2720,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
808.png,246.tiff,2913,2634,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
809.png,246.tiff,3446,2681,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
810.png,246.tiff,3484,2454,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
811.png,246.tiff,3794,2629,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
812.png,246.tiff,4361,1975,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
813.png,246.tiff,3968,2751,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
814.png,246.tiff,4574,2414,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
815.png,246.tiff,4721,2103,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
816.png,246.tiff,4786,1985,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
817.png,246.tiff,5349,2252,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
818.png,246.tiff,5066,2599,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
819.png,246.tiff,4438,1951,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
820.png,246.tiff,5750,2027,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
821.png,246.tiff,5573,1902,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
822.png,246.tiff,6012,2130,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
823.png,246.tiff,75,3393,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
824.png,246.tiff,640,3150,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
825.png,246.tiff,693,2924,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
826.png,246.tiff,1069,3572,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
827.png,246.tiff,2089,3441,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
828.png,246.tiff,4090,3544,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
829.png,246.tiff,3894,3009,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
830.png,246.tiff,3716,2870,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
831.png,246.tiff,3711,2926,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
832.png,246.tiff,3634,3621,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
833.png,246.tiff,3945,3679,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
834.png,246.tiff,2966,3625,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
835.png,246.tiff,3031,3721,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
836.png,246.tiff,4993,3321,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
837.png,246.tiff,5010,3016,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
838.png,246.tiff,6359,3563,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
839.png,246.tiff,301,4047,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
840.png,246.tiff,61,3851,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
841.png,246.tiff,551,4304,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
842.png,246.tiff,649,4152,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
843.png,246.tiff,1373,3968,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
844.png,246.tiff,1159,4452,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
845.png,246.tiff,1330,4492,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
846.png,246.tiff,1406,4090,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
847.png,246.tiff,1842,4263,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
848.png,246.tiff,2357,4297,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
849.png,246.tiff,3090,4131,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
850.png,246.tiff,3115,4206,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
851.png,246.tiff,3204,4256,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
852.png,246.tiff,3816,4077,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
853.png,246.tiff,3980,3997,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
854.png,246.tiff,4098,4369,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
855.png,246.tiff,5436,3867,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
856.png,246.tiff,5603,4089,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
857.png,246.tiff,5650,3720,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
858.png,246.tiff,5744,4207,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
859.png,246.tiff,6045,4187,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
860.png,246.tiff,5868,4483,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
861.png,246.tiff,6238,4283,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
862.png,246.tiff,6168,4135,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
863.png,246.tiff,286,4653,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
864.png,246.tiff,1052,4652,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
865.png,246.tiff,2322,4916,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
866.png,246.tiff,2704,4842,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
867.png,246.tiff,4042,4705,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
868.png,246.tiff,4051,4917,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
869.png,246.tiff,5049,4900,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
870.png,246.tiff,5709,4722,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF
871.png,246.tiff,115,1890,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
872.png,246.tiff,241,4323,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
873.png,246.tiff,1430,1280,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF
874.png,246.tiff,2269,4123,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
875.png,247.tiff,2531,212,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF
