image_id,numeric_label,final_label,cell_area,chromatin_area,cell_area_ratio_over_tissue,cell_area_ratio_over_image,chromatin_area_ratio_over_tissue,chromatin_area_ratio_over_cell,chromatin_skeleton_length,chromatin_skeleton_length_ratio_over_cell,cell_mean_lab_l,cell_std_lab_l,cell_mean_lab_a,cell_std_lab_a,cell_mean_lab_b,cell_std_lab_b,chromatin_mean_lab_l,chromatin_std_lab_l,chromatin_mean_lab_a,chromatin_std_lab_a,chromatin_mean_lab_b,chromatin_std_lab_b,cell_number_of_components,cell_largest_component_area,cell_largest_component_ratio,cell_mean_component_area,cell_std_component_area,cell_component_density,cell_granularity_index,cell_skeleton_length,cell_skeleton_length_ratio,cell_total_perimeter,cell_compactness,cell_centroid_x,cell_centroid_y,chromatin_number_of_components,chromatin_largest_component_area,chromatin_largest_component_ratio,chromatin_mean_component_area,chromatin_std_component_area,chromatin_component_density,chromatin_granularity_index,chromatin_skeleton_length_ratio,chromatin_total_perimeter,chromatin_compactness,chromatin_centroid_x,chromatin_centroid_y
4841.png,0,NMF,5510,1915,0.3531372172018202,0.3363037109375,0.122732807793373,0.3475499092558983,369,0.0669691470054446,25.071192,11.685994,35.465878,6.3972893,-16.543806,5.784817,13.594287,6.4482465,30.785593,6.957282,-19.16975,4.45548,4,4137,0.7508166969147005,1377.5,1607.2830810546875,0.0002563609562263,0.0007259528130671,391,0.0250592834711273,1010.4142135623732,0.0678207470414509,33.640319071791154,63.9620497945371,18,432,0.2255874673629243,106.38888549804688,126.92217254638672,0.0032667876588021,0.0093994778067885,0.0669691470054446,964.0,0.0258955163118078,66.77083333333333,109.10879629629628
6217.png,0,NMF,4396,801,0.2718614718614718,0.268310546875,0.0495361781076066,0.1822111010009099,124,0.0282074613284804,32.298325,11.804364,45.992527,5.372808,-52.69743,5.1203685,16.875404,7.8907714,42.669598,9.256042,-52.437744,7.9141183,4,2305,0.5243403093721565,1099.0,820.2356567382812,0.0002473716759431,0.0009099181073703,470,0.0290661719233147,991.4142135623732,0.0562027111471631,50.60650759219089,18.07548806941432,6,375,0.4681647940074906,133.5,114.12967681884766,0.0013648771610555,0.0074906367041198,0.0282074613284804,351.0,0.0817011457869797,63.202666666666666,67.888
9219.png,1,AMF,3953,879,0.2692229108492814,0.24127197265625,0.0598651501736702,0.2223627624588919,148,0.0374399190488236,33.340614,15.913203,35.848534,7.1954503,-19.795202,8.797872,14.679157,8.15358,31.657547,9.973665,-23.43006,9.101534,5,1706,0.4315709587654945,790.5999755859375,559.0300903320312,0.0003405298644691,0.0012648621300278,260,0.0177075529523939,812.4142135623731,0.0752630220085173,35.28546307151231,109.91441969519344,9,265,0.3014789533560865,97.66666412353516,88.82942962646484,0.00227675183405,0.0102389078498293,0.0374399190488236,476.0,0.0487511465028145,103.13584905660376,112.95471698113208
9308.png,0,NMF,3719,688,0.2485131974607417,0.22698974609375,0.0459739391914467,0.1849959666577036,111,0.0298467329927399,39.92054,14.279625,33.366364,6.4132395,-15.013094,9.161563,20.27857,10.088363,31.7828,9.170547,-17.841188,9.584248,3,2534,0.6813659585910191,1239.6666259765625,922.7012329101562,0.0002004677581022,0.0008066684592632,370,0.0247243568326094,820.0,0.0695037660838812,95.28966061562748,43.081294396211526,13,119,0.1729651162790697,52.92307662963867,34.89426040649414,0.003495563323474,0.0188953488372093,0.0298467329927399,394.0,0.0556936727478105,102.71428571428572,44.72268907563025
8288.png,0,NMF,5960,1123,0.3743248335636226,0.36376953125,0.0705313402838839,0.1884228187919463,164,0.0275167785234899,35.939037,12.00664,50.283237,8.152959,-43.83632,8.944145,18.092768,9.843862,40.834347,13.458137,-45.044804,11.596266,7,1499,0.2515100671140939,851.4285888671875,307.8964538574219,0.0004396432608968,0.0011744966442953,478,0.0300213541012435,1194.8284271247462,0.0524620226192062,102.9232821881254,65.87458305537025,9,392,0.3490650044523598,124.77777862548828,127.72521209716795,0.0015100671140939,0.0080142475512021,0.0275167785234899,488.0,0.0592584075178268,64.93622448979592,65.50255102040816
5600.png,0,NMF,6230,1350,0.38789614594359,0.3802490234375,0.0840545420584023,0.2166934189406099,201,0.0322632423756019,34.024563,9.3801775,52.981514,5.668175,-49.928734,7.786633,21.608131,8.275282,48.386845,8.616763,-52.79844,7.6656475,6,2136,0.3428571428571428,1038.3333740234375,530.631591796875,0.0003735757424817,0.0009630818619582,526,0.0327501400909034,1278.414213562373,0.0479021194747809,55.00327715355805,105.99672284644194,13,367,0.2718518518518518,103.84615325927734,117.69507598876952,0.0020866773675762,0.0096296296296296,0.0322632423756019,606.0,0.0461953630073981,66.74386920980926,67.21525885558583
8611.png,0,NMF,5817,1714,0.3574632827382781,0.35504150390625,0.1053278436674245,0.2946536015128073,177,0.0304280556988138,36.526928,8.311764,53.594307,4.0751853,-30.239735,3.6071873,26.64769,7.1180162,50.834175,5.8444324,-32.342953,2.7895956,2,3155,0.5423757950833763,2908.5,246.5,0.0001229029681066,0.0003438198384046,330,0.0202789897376021,756.0,0.127898466349849,33.54896988906498,76.47068145800317,4,660,0.3850641773628938,428.5,255.9028167724609,0.0006876396768093,0.0023337222870478,0.0304280556988138,489.0,0.0900747288318952,111.98030303030303,66.80151515151515
6871.png,1,AMF,2701,691,0.17169919267688,0.16485595703125,0.0439260059754624,0.2558311736393928,123,0.0455386893743058,29.439583,13.387752,47.08732,8.48735,-47.095524,7.108507,12.879476,7.2542977,38.196583,9.697824,-43.14177,9.146004,4,1207,0.4468715290633099,675.25,381.4356994628906,0.0002542749984107,0.0014809329877823,267,0.0169728561439196,590.0,0.0975057943963921,63.47224523612262,61.23612261806131,7,552,0.7988422575976846,98.71428680419922,185.41976928710935,0.002591632728619,0.0101302460202604,0.0455386893743058,312.0,0.089202848604148,63.56884057971015,61.25
11333.png,0,NMF,4374,965,0.2745590358420689,0.2669677734375,0.0605737241855501,0.2206218564243255,206,0.0470964791952446,35.71866,15.994434,31.266787,5.5409966,-22.68323,6.68761,16.81239,8.874522,30.261627,8.576264,-27.010557,7.1626015,9,953,0.2178783721993598,486.0,253.0032958984375,0.0005649362877408,0.0020576131687242,377,0.0236645533864791,1119.414213562373,0.0438638763636683,20.610703043022035,44.98635886673662,12,220,0.2279792746113989,80.41666412353516,68.983642578125,0.0027434842249657,0.0124352331606217,0.0470964791952446,563.0,0.0382578348130467,65.60454545454546,11.945454545454544
11447.png,0,NMF,6768,3081,0.4355772943750804,0.4130859375,0.1982880679624147,0.4552304964539007,445,0.0657505910165484,21.873127,8.92492,42.18121,4.292311,-53.935196,6.354883,15.458976,4.4111643,41.557518,3.802092,-53.831154,5.1106896,1,6768,1.0,6768.0,0.0,6.435834727764191e-05,0.0001477541371158,486,0.0312781567769339,1083.0,0.0725125705143307,82.31575059101655,60.756796690307326,15,889,0.2885426809477442,205.3999938964844,219.93809509277344,0.0022163120567375,0.0048685491723466,0.0657505910165484,1273.0,0.0238915735928456,55.19797525309336,76.3318335208099
2148.png,0,NMF,6255,750,0.3818914463642469,0.38177490234375,0.045790341290677,0.1199040767386091,134,0.0214228617106314,34.781464,7.930689,58.82592,6.948316,-38.69741,12.285261,26.311886,5.187331,53.147198,5.3305326,-40.692772,11.471212,9,2088,0.3338129496402878,695.0,530.4547119140625,0.0005494840954881,0.0014388489208633,762,0.0465229867513279,1806.0710678118653,0.0240972513120781,105.7978927203065,34.70498084291188,20,181,0.2413333333333333,37.5,37.37980651855469,0.0031974420463629,0.0266666666666666,0.0214228617106314,455.0,0.0455248301450036,63.28729281767956,64.67403314917127
5580.png,0,NMF,6770,1895,0.4161032575291948,0.4132080078125,0.1164720344191764,0.2799113737075332,278,0.0410635155096011,31.352566,11.344417,50.749863,5.7908535,-54.158077,8.120061,17.849726,6.5782804,45.671005,5.6404176,-56.04385,7.1305494,3,5707,0.8429837518463811,2256.666748046875,2457.740478515625,0.0001843884449907,0.0004431314623338,478,0.029379225568531,1074.6213203435595,0.0736694839027116,88.60154196600666,76.68547397932363,5,518,0.2733509234828496,379.0,161.98765563964844,0.000738552437223,0.0026385224274406,0.0410635155096011,674.0,0.0524202738295895,114.44015444015444,107.25096525096524
5924.png,0,NMF,7590,1426,0.4643337819650067,0.4632568359375,0.0872384681267588,0.1878787878787878,210,0.0276679841897233,30.439058,9.597588,50.731003,6.861385,-50.45051,10.542609,17.971992,8.022838,43.82084,9.790495,-49.481865,10.629345,6,2364,0.3114624505928853,1265.0,583.3963623046875,0.0003670622782332,0.000790513833992,660,0.0403768506056527,1540.0,0.0402170488121884,31.730541455160743,97.25719120135363,13,444,0.3113604488078541,109.69230651855467,136.55169677734375,0.0017127799736495,0.0091164095371669,0.0276679841897233,615.0,0.0473782655722815,59.77252252252252,63.98423423423424
11524.png,0,NMF,3372,1019,0.2539347842458016,0.205810546875,0.0767377061525717,0.3021945432977461,155,0.0459667852906287,31.81736,14.901631,38.29373,6.6731563,-47.43593,7.2393126,14.297034,7.629252,37.159145,10.272475,-48.117268,10.307228,4,1663,0.4931791221826809,843.0,486.7550659179688,0.0003012275020709,0.0011862396204033,281,0.0211612320204834,722.0,0.0812873629568894,76.09380637402285,82.70715574263379,8,286,0.2806673209028459,127.375,97.9705810546875,0.0023724792408066,0.0078508341511285,0.0459667852906287,461.0,0.0602534886248041,28.674825174825173,30.765734265734267
7246.png,0,NMF,3505,731,0.2139412805957395,0.21392822265625,0.0446194225721784,0.2085592011412268,94,0.0268188302425106,37.39802,12.998087,57.53801,8.003524,-42.57643,5.015122,21.002695,8.571642,47.460667,9.763511,-41.814625,5.8881617,3,1836,0.5238231098430813,1168.3333740234375,473.5076904296875,0.000183116645303,0.0008559201141226,278,0.0169688091314167,733.2071067811866,0.0819303018121656,36.53921568627451,58.58714596949891,6,602,0.8235294117647058,121.83333587646484,215.339599609375,0.0017118402282453,0.0082079343365253,0.0268188302425106,275.0,0.1214679923186321,47.98504983388705,68.61461794019934
8490.png,0,NMF,2424,726,0.1766892630658211,0.14794921875,0.0529193089875355,0.2995049504950495,68,0.028052805280528,32.433727,14.4050865,45.50193,5.765398,-48.883667,10.119602,16.11249,7.1766615,45.192062,6.8198805,-55.351303,7.02842,4,859,0.3543729372937294,606.0,191.35960388183597,0.0002915664407026,0.0016501650165016,285,0.0207741089000656,777.2071067811866,0.0504276759347258,61.981373690337605,65.13387660069849,4,685,0.943526170798898,181.5,290.7520446777344,0.0016501650165016,0.0055096418732782,0.028052805280528,180.0,0.2815797859884185,62.18978102189781,65.83357664233577
3215.png,0,NMF,4619,1088,0.3061170389025117,0.28192138671875,0.0721055073232155,0.2355488200909287,185,0.0400519592985494,37.25105,9.853936,57.052353,4.9124656,-43.323254,4.721292,25.426735,6.7217627,52.525776,5.5124393,-45.010075,3.2035277,6,1333,0.2885906040268456,769.8333129882812,397.8497924804688,0.0003976406653853,0.0012989824637367,364,0.0241235337000463,1033.0,0.0543947748198369,86.0390097524381,27.31207801950488,14,365,0.3354779411764705,77.71428680419922,105.94300079345705,0.0030309590820523,0.0128676470588235,0.0400519592985494,547.0,0.0456945186422292,60.95616438356164,64.40821917808219
6150.png,1,AMF,3796,542,0.2322706969344673,0.231689453125,0.0331640457688306,0.142781875658588,99,0.0260800842992623,36.537483,11.228316,55.4814,4.4135346,-52.511112,7.0937004,20.456263,6.13081,50.87068,4.712521,-58.12653,4.464501,5,1351,0.3559009483667018,759.2000122070312,481.1741333007813,0.0003059413816312,0.0013171759747102,360,0.0220277794774521,873.0,0.062590378862512,76.7120651369356,114.81643227239084,7,264,0.4870848708487085,77.42857360839844,84.2459945678711,0.0018440463645943,0.0129151291512915,0.0260800842992623,264.0,0.0977240139029882,118.77651515151516,28.88257575757576
7520.png,0,NMF,5190,1137,0.3358788506342221,0.3167724609375,0.0735827077400983,0.2190751445086705,106,0.0204238921001926,33.955513,12.808982,50.78227,7.4716353,-49.005062,9.236192,15.858741,7.1430626,43.810265,6.436226,-51.095875,7.9808517,6,1943,0.374373795761079,865.0,564.3515625,0.0003882992492881,0.0011560693641618,388,0.0251100181206316,1068.0,0.0571787578452882,51.27020072053526,13.14770972722594,3,875,0.7695690413368513,379.0,364.5965881347656,0.0005780346820809,0.0026385224274406,0.0204238921001926,278.0,0.1848760854578746,61.06628571428571,63.04571428571428
4006.png,0,NMF,5926,1375,0.3647442604788576,0.3616943359375,0.0846310088016249,0.2320283496456294,196,0.0330745865676679,30.131569,11.646535,39.856216,7.205087,-18.263031,6.8645844,15.174153,8.071073,32.911488,10.19607,-21.030785,8.002448,9,1577,0.2661154235572055,658.4444580078125,474.216796875,0.0005539484212469,0.0015187310158623,510,0.0313904105373299,1371.0,0.0396183698167322,42.08497146480659,116.40963855421688,14,258,0.1876363636363636,98.21428680419922,84.3370590209961,0.0023624704691191,0.0101818181818181,0.0330745865676679,641.0,0.0420529535187654,36.75193798449613,21.18217054263566
5464.png,0,NMF,4482,1365,0.2926733707718427,0.2735595703125,0.0891341256366723,0.3045515394912985,178,0.0397144132083891,27.705978,10.650612,36.20732,5.8839626,-16.282736,5.9623165,15.634352,6.2678175,32.028,5.905645,-18.866024,5.0667057,5,2429,0.5419455600178492,896.4000244140625,791.3518676757812,0.0003264986287057,0.00111557340473,341,0.0222672064777327,1011.4142135623732,0.0550584031067066,93.19102511321532,55.59695347879786,14,259,0.1897435897435897,97.5,90.15364074707033,0.003123605533244,0.0102564102564102,0.0397144132083891,582.0,0.0506403322132481,118.67953667953668,89.53667953667954
8289.png,0,NMF,3696,844,0.237044638276039,0.2255859375,0.0541303232426885,0.2283549783549783,70,0.0189393939393939,30.818357,12.11755,49.147522,8.021497,-44.989517,10.88976,15.586409,7.4777837,41.166164,10.222634,-45.06899,10.182274,4,1835,0.4964826839826839,924.0,544.4713134765625,0.000256541816316,0.001082251082251,212,0.0135967162647511,681.0,0.1001492272758414,55.28828337874659,107.28773841961852,5,475,0.5627962085308057,168.8000030517578,188.3734588623047,0.0013528138528138,0.0059241706161137,0.0189393939393939,265.0,0.1510290750946122,116.5157894736842,88.25052631578947
5687.png,0,NMF,7066,1600,0.5348168331819558,0.4312744140625,0.1211020284589766,0.2264364562694593,218,0.0308519671667138,39.73182,12.886665,58.936325,9.325472,-40.418217,6.4248667,24.905262,9.03565,50.665516,9.071366,-42.30287,6.2950006,1,7066,1.0,7066.0,0.0,7.568876778686043e-05,0.0001415227851684,687,0.0519981834695731,1153.6213203435595,0.0667201401089832,67.80229266911972,49.57812057741296,18,513,0.320625,88.88888549804688,140.5216064453125,0.0025474101330314,0.01125,0.0308519671667138,660.0,0.0461574678213376,64.61793372319688,58.70955165692008
7874.png,1,AMF,3058,1078,0.186805131337813,0.1866455078125,0.0658521686010995,0.3525179856115107,128,0.0418574231523871,29.118935,9.282352,52.554543,4.900005,-66.51382,6.511853,19.42616,5.7015696,51.388657,5.8471055,-66.44703,6.959117,4,973,0.3181818181818182,764.5,195.52557373046875,0.0002443494196701,0.001308044473512,176,0.0107513744654856,598.0,0.1074595399903534,52.46659815005139,115.2055498458376,6,550,0.5102040816326531,179.6666717529297,174.18060302734375,0.0019620667102681,0.0055658627087198,0.0418574231523871,419.0,0.0771614853086915,64.03090909090909,62.60545454545454
10.png,0,NMF,5692,1611,0.3882673942701228,0.347412109375,0.1098908594815825,0.2830288123682361,262,0.0460295151089248,32.36541,15.069712,38.85189,7.9714923,-47.047462,9.693055,18.635403,8.846186,41.14199,7.703426,-48.465607,11.088918,6,1695,0.2977863668306394,948.6666870117188,440.777587890625,0.0004092769440654,0.0010541110330288,484,0.0330150068212824,1248.0,0.0459246214051022,14.0047197640118,42.630678466076695,19,527,0.3271260086902545,84.78947448730469,118.97525787353516,0.0033380182712579,0.0117939168218497,0.0460295151089248,759.0,0.0351416260208766,62.96015180265655,63.63567362428842
7881.png,1,AMF,4562,1471,0.2816918802099413,0.2784423828125,0.0908305032417412,0.3224462954844366,203,0.0444980271810609,28.82433,9.684057,50.30807,6.118901,-61.242916,6.9793615,18.141508,6.3817625,47.103806,7.9035397,-60.405792,8.517952,4,2315,0.5074528715475669,1140.5,690.8134765625,0.0002469898116702,0.0008768084173608,300,0.0185242358752701,864.2071067811866,0.0767590300401357,29.28120950323974,46.00950323974082,8,441,0.2997960571040108,183.875,152.4569091796875,0.0017536168347216,0.0054384772263766,0.0444980271810609,572.0,0.0564976623970681,64.37868480725623,66.6485260770975
55.png,0,NMF,5235,719,0.3322965596039101,0.31951904296875,0.0456392027421607,0.1373447946513849,64,0.0122254059216809,36.80522,10.7235775,54.839947,7.6481285,-40.668396,5.937013,17.565832,8.989217,42.702534,9.971118,-40.65918,6.5989466,4,2891,0.5522445081184336,1308.75,996.9735107421876,0.0002539037704709,0.000764087870105,459,0.0291354576615462,1043.6213203435595,0.0604005181727717,76.45209270148737,38.39813213420962,5,456,0.6342141863699583,143.8000030517578,162.58831787109375,0.0009551098376313,0.0069541029207232,0.0122254059216809,238.0,0.1595088706963534,62.526315789473685,64.40350877192982
8224.png,0,NMF,3969,707,0.2515846855983772,0.24224853515625,0.0448149087221095,0.1781305114638448,69,0.0173847316704459,32.144264,11.870897,50.233524,7.962408,-47.64584,7.450749,16.948954,8.356115,43.206112,8.925815,-50.34004,6.2914624,4,2243,0.565129755605946,992.25,772.4271240234375,0.0002535496957403,0.00100781053162,278,0.0176217038539553,816.0,0.0749049718984158,40.08426214890771,88.85465893892109,4,394,0.5572842998585573,176.75,137.02439880371094,0.00100781053162,0.0056577086280056,0.0173847316704459,238.0,0.1568466920477355,64.06852791878173,64.34010152284264
6692.png,0,NMF,6795,1044,0.4168711656441717,0.41473388671875,0.0640490797546012,0.1536423841059602,206,0.0303164091243561,31.878979,8.854291,52.16044,4.572072,-51.84304,4.4389067,20.312414,5.3309875,48.26388,3.598375,-53.551517,3.0019207,6,1811,0.2665194996320824,1132.5,385.38671875,0.0003680981595092,0.0008830022075055,402,0.0246625766871165,1129.0,0.0669902257377336,115.47321921590282,59.0005521811154,9,514,0.4923371647509578,116.0,161.90806579589844,0.0013245033112582,0.0086206896551724,0.0303164091243561,496.0,0.0533269824783387,63.48249027237354,63.20428015564202
7332.png,1,AMF,3458,555,0.2110595703125,0.2110595703125,0.03387451171875,0.1604973973395026,55,0.0159051474840948,41.088364,11.882908,55.109898,4.828842,-53.170204,6.4903674,17.59242,7.0175676,48.533596,6.8105974,-58.87201,7.6210213,5,1298,0.3753614806246385,691.5999755859375,387.5196228027344,0.00030517578125,0.001445922498554,268,0.016357421875,773.0,0.0727236830086138,33.36286594761171,16.219568567026194,2,313,0.563963963963964,277.5,35.5,0.0005783689994216,0.0036036036036036,0.0159051474840948,178.0,0.2201216920518034,62.07348242811501,59.79872204472844
2727.png,0,NMF,5497,1224,0.3579941387170303,0.33551025390625,0.0797134483881471,0.2226669092232126,173,0.0314717118428233,36.41696,15.372046,45.589725,5.986697,-42.744408,8.256934,18.99742,7.765907,43.877872,5.721776,-46.841415,5.504099,6,2736,0.4977260323812988,916.1666870117188,844.5938110351562,0.0003907521979811,0.0010915044569765,614,0.0399869749267339,1332.207106781187,0.0389217275929894,18.87171052631579,70.65460526315789,15,428,0.349673202614379,81.5999984741211,125.33411407470705,0.0027287611424413,0.0122549019607843,0.0314717118428233,485.0,0.0653894680921484,63.38785046728972,60.75934579439252
4059.png,0,NMF,3246,1146,0.2270406378960621,0.1981201171875,0.0801566762257816,0.3530499075785582,148,0.0455945779420825,27.189285,14.313143,29.469124,7.0584283,-21.136023,6.70615,11.133354,6.8738923,26.260717,9.470255,-23.769258,7.3936996,9,1140,0.3512014787430684,360.6666564941406,300.1536865234375,0.0006295026928726,0.0027726432532347,260,0.0181856333496537,850.0,0.0564573550369686,28.61754385964912,80.26842105263158,6,273,0.2382198952879581,191.0,81.29985809326172,0.0018484288354898,0.0052356020942408,0.0455945779420825,416.0,0.083216188540447,7.527472527472527,70.0952380952381
10255.png,0,NMF,5584,1064,0.3408411157907587,0.3408203125,0.0649453702008179,0.1905444126074498,149,0.0266833810888252,31.031284,7.5061655,56.09222,5.9619784,-42.062416,4.4348965,21.418858,6.26905,48.42097,6.3950753,-41.05073,4.6876245,10,1488,0.2664756446991404,558.4000244140625,415.3411254882813,0.0006103888176768,0.0017908309455587,548,0.0334493072086919,1349.414213562373,0.0385358296056564,101.57190860215054,39.23118279569893,15,247,0.2321428571428571,70.93333435058594,70.53364562988281,0.0026862464183381,0.0140977443609022,0.0266833810888252,542.0,0.0455148293653346,62.902834008097166,63.89068825910931
9925.png,0,NMF,6433,1449,0.3971232792147663,0.39263916015625,0.0894499660472868,0.2252448313384113,236,0.0366858386444893,28.610195,8.22575,51.84498,6.3776107,-41.60629,4.668837,19.54463,5.210355,45.141815,5.3848696,-40.491585,4.54096,3,5892,0.9159023783615732,2144.333251953125,2650.49169921875,0.0001851966170751,0.0004663454064977,693,0.0427804185443545,1429.207106781187,0.0395761078861209,53.60862186014936,79.35319076714188,16,326,0.2249827467218771,90.5625,87.36701965332031,0.0024871755013213,0.0110420979986197,0.0366858386444893,731.0,0.034075598743558,37.00306748466258,114.87423312883436
4954.png,0,NMF,4234,1050,0.3358984529948433,0.2584228515625,0.0833002776675922,0.2479924421350968,187,0.0441662730278696,29.912607,13.772733,29.614662,5.2402906,-21.356077,5.5443897,14.470083,7.687416,28.93465,7.53621,-24.419626,5.251076,9,882,0.2083136513934813,470.4444580078125,269.0650939941406,0.0007140023800079,0.0021256495040151,361,0.0286394287980959,1179.0,0.0382765783032275,93.89795918367346,106.65873015873017,14,294,0.28,75.0,89.26365661621094,0.0033065658951346,0.0133333333333333,0.0441662730278696,549.0,0.0437778545694179,21.86394557823129,31.976190476190474
6577.png,1,AMF,3272,841,0.2013042943275501,0.19970703125,0.0517411098806447,0.2570293398533007,144,0.0440097799511002,27.628534,14.9730015,37.757782,5.1602874,-47.207848,6.723837,14.110558,6.494034,38.775696,5.593043,-49.572063,5.7154374,5,2011,0.6146088019559902,654.4000244140625,686.8192138671875,0.0003076165866863,0.0015281173594132,314,0.019318321643903,803.4142135623731,0.063700690131617,102.8483341621084,39.79811039283938,7,453,0.5386444708680143,120.14286041259766,145.4769744873047,0.0021393643031784,0.0083234244946492,0.0440097799511002,409.0,0.0631770355669565,94.83002207505518,44.45474613686534
5134.png,0,NMF,6608,886,0.4268733850129199,0.4033203125,0.057235142118863,0.1340799031476997,88,0.0133171912832929,34.780567,14.904023,32.021664,7.129877,-16.85805,7.4714217,9.860908,7.9267297,23.012285,10.511919,-20.796011,7.9625707,13,1054,0.159503631961259,508.30767822265625,223.16683959960935,0.0008397932816537,0.0019673123486682,666,0.0430232558139534,1719.8284271247462,0.0280743462589761,108.52277039848197,15.208728652751423,7,434,0.4898419864559819,126.57142639160156,148.15133666992188,0.0010593220338983,0.0079006772009029,0.0133171912832929,303.0,0.1212713825912734,10.509216589861753,94.72350230414746
195.png,0,NMF,3825,1058,0.2347489873573094,0.23345947265625,0.0649318767644531,0.2766013071895425,181,0.0473202614379085,30.297682,11.158418,47.715836,5.522485,-50.676044,4.916612,17.135109,6.9839673,44.02712,7.988924,-50.481075,6.573156,6,1525,0.3986928104575163,637.5,437.0044860839844,0.0003682337056585,0.0015686274509803,416,0.025530870258991,1007.6213203435595,0.0473420006569378,34.641967213114754,29.871475409836066,8,265,0.2504725897920605,132.25,106.0527572631836,0.0020915032679738,0.0075614366729678,0.0473202614379085,525.0,0.0482366262494041,63.00754716981132,64.0377358490566
3535.png,0,NMF,6342,1210,0.3978670012547051,0.3870849609375,0.075909661229611,0.1907915484074424,202,0.031851151056449,33.593414,8.618575,57.636745,6.373415,-44.342674,5.6669035,24.204758,6.482625,51.47202,6.3499207,-43.316902,5.6130133,7,1831,0.2887101860611794,906.0,480.1752624511719,0.0004391468005018,0.0011037527593818,596,0.0373902132998745,1389.6213203435595,0.0412708263196431,114.55324959038776,48.32932823593665,20,383,0.3165289256198347,60.5,94.76101684570312,0.0031535793125197,0.0165289256198347,0.031851151056449,613.0,0.0404645099605731,65.48302872062663,58.287206266318535
7815.png,0,NMF,6920,1778,0.4231121981045552,0.42236328125,0.1087129318251299,0.2569364161849711,305,0.0440751445086705,34.4755,9.207697,52.548096,3.6083636,-64.82991,5.8414826,22.525148,5.05785,53.24516,3.6794775,-68.303276,5.03884,5,3233,0.4671965317919075,1384.0,1157.5911865234375,0.0003057169061449,0.0007225433526011,499,0.030510547233262,1205.0,0.0598882833638301,103.83977729662853,44.7117228580266,8,727,0.4088863892013498,222.25,235.55877685546875,0.0011560693641618,0.0044994375703037,0.0440751445086705,738.0,0.0410231397983464,99.81980742778542,36.5213204951857
1853.png,0,NMF,5582,1153,0.3480266849554211,0.3406982421875,0.0718872747677536,0.2065567896811178,195,0.0349337155141526,35.73515,11.58437,54.570415,6.5745816,-40.299965,5.1588645,22.868502,7.774066,48.45113,7.455222,-40.398342,5.196597,4,3390,0.607309208169115,1395.5,1153.2412109375,0.0002493921067398,0.0007165890361877,604,0.037658208117713,1488.0,0.0316806317788512,46.5504424778761,61.35044247787611,18,260,0.225498699045967,64.05555725097656,71.903076171875,0.0032246506628448,0.01561144839549,0.0349337155141526,606.0,0.0394542618870593,64.27307692307693,62.81153846153846
1191.png,0,NMF,5376,1257,0.3337264882984667,0.328125,0.0780309143956794,0.2338169642857142,179,0.0332961309523809,33.876667,8.991926,55.987007,5.229389,-45.124508,3.9085402,22.619732,5.869189,50.097767,5.3293734,-44.80063,3.812245,10,1170,0.2176339285714285,537.5999755859375,272.6412048339844,0.0006207709975789,0.001860119047619,507,0.0314730895772549,1360.0,0.036525091059037,29.702564102564104,96.17435897435898,17,368,0.2927605409705648,73.94117736816406,100.8723602294922,0.0031622023809523,0.0135242641209228,0.0332961309523809,591.0,0.0452241257390166,84.44565217391305,105.78532608695652
6596.png,1,AMF,4704,1026,0.2906574394463668,0.287109375,0.0633959466139397,0.2181122448979592,172,0.0365646258503401,29.518515,13.539501,35.815918,4.9573526,-44.708652,5.898266,13.605582,6.9912143,35.10095,7.45247,-44.583725,7.041874,8,884,0.1879251700680272,588.0,128.09567260742188,0.0004943153732081,0.0017006802721088,538,0.0332427088482451,1239.414213562373,0.0384808124217752,67.31447963800905,64.34049773755656,8,433,0.4220272904483431,128.25,144.30068969726562,0.0017006802721088,0.0077972709551656,0.0365646258503401,452.0,0.0631074097929189,67.27020785219399,58.67667436489607
6464.png,0,NMF,1706,601,0.1191091251832716,0.1041259765625,0.0419604831390071,0.3522860492379835,83,0.0486518171160609,24.55196,13.13787,40.636642,5.484874,-49.812572,5.1888523,9.326511,4.687794,35.881573,5.4685845,-46.887936,5.6760364,3,1015,0.5949589683470106,568.6666870117188,331.8235778808594,0.000209453326817,0.0017584994138335,163,0.011380297423724,375.0,0.1524496232397991,64.45911330049262,63.12610837438424,1,601,1.0,601.0,0.0,0.0005861664712778,0.0016638935108153,0.0486518171160609,192.0,0.2048716563376156,63.838602329450914,64.34941763727122
7429.png,1,AMF,2834,1831,0.1732379729812335,0.1729736328125,0.1119261568555535,0.6460832745236414,195,0.0688073394495412,15.423444,9.417143,41.099632,8.404046,-48.987053,5.8221292,9.376857,3.608014,36.399876,4.9356694,-47.15333,4.930946,1,2834,1.0,2834.0,0.0,6.112843083318051e-05,0.0003528581510232,162,0.0099028057949752,306.0,0.3803354940524359,56.842625264643615,59.89131968948482,1,1831,1.0,1831.0,0.0,0.0003528581510232,0.0005461496450027,0.0688073394495412,378.0,0.1610328979794213,57.95794647733479,61.01256144183506
