image_id,image_path,final_label,numeric_label,status,error_message,number_of_components,tissue_area,chromatin_area,warning_empty_mask,warning_too_large_mask,warning_tissue_almost_empty,warning_too_many_components,warning_selected_empty_but_raw_not_empty,warning_central_fallback_used
2340.png,data/raw/images/2340.png,NMF,0,success,,21,16205,1677,False,False,False,True,False,False
2341.png,data/raw/images/2341.png,NMF,0,success,,19,16353,1738,False,False,False,False,False,False
2342.png,data/raw/images/2342.png,NMF,0,success,,27,16321,1608,False,False,False,True,False,False
2343.png,data/raw/images/2343.png,NMF,0,success,,33,16094,1453,False,False,False,True,False,False
2344.png,data/raw/images/2344.png,NMF,0,success,,31,16296,2583,False,False,False,True,False,False
2345.png,data/raw/images/2345.png,NMF,0,success,,22,16082,947,False,False,False,True,False,False
2346.png,data/raw/images/2346.png,NMF,0,success,,23,16215,1526,False,False,False,True,False,False
2348.png,data/raw/images/2348.png,NMF,0,success,,23,16144,1729,False,False,False,True,False,False
2349.png,data/raw/images/2349.png,NMF,0,success,,18,15865,1025,False,False,False,False,False,False
2351.png,data/raw/images/2351.png,NMF,0,success,,13,16133,1063,False,False,False,False,False,False
2352.png,data/raw/images/2352.png,NMF,0,success,,23,16351,1303,False,False,False,True,False,False
2353.png,data/raw/images/2353.png,NMF,0,success,,16,16094,1565,False,False,False,False,False,False
2354.png,data/raw/images/2354.png,NMF,0,success,,20,16300,1016,False,False,False,False,False,False
2355.png,data/raw/images/2355.png,NMF,0,success,,22,16227,1566,False,False,False,True,False,False
2356.png,data/raw/images/2356.png,NMF,0,success,,13,16287,1040,False,False,False,False,False,False
2357.png,data/raw/images/2357.png,AMF,1,success,,27,16237,2165,False,False,False,True,False,False
2358.png,data/raw/images/2358.png,NMF,0,success,,21,16004,1197,False,False,False,True,False,False
2359.png,data/raw/images/2359.png,NMF,0,success,,25,16298,2640,False,False,False,True,False,False
2360.png,data/raw/images/2360.png,NMF,0,success,,22,16270,1880,False,False,False,True,False,False
2361.png,data/raw/images/2361.png,NMF,0,success,,27,16199,2812,False,False,False,True,False,False
2362.png,data/raw/images/2362.png,NMF,0,success,,24,16327,1052,False,False,False,True,False,False
2363.png,data/raw/images/2363.png,NMF,0,success,,28,16214,1584,False,False,False,True,False,False
2364.png,data/raw/images/2364.png,AMF,1,success,,17,16353,1242,False,False,False,False,False,False
2365.png,data/raw/images/2365.png,NMF,0,success,,18,16144,1181,False,False,False,False,False,False
2366.png,data/raw/images/2366.png,NMF,0,success,,13,16285,945,False,False,False,False,False,False
2367.png,data/raw/images/2367.png,AMF,1,success,,22,16247,2155,False,False,False,True,False,False
2368.png,data/raw/images/2368.png,NMF,0,success,,29,16009,1638,False,False,False,True,False,False
2369.png,data/raw/images/2369.png,NMF,0,success,,25,16267,1490,False,False,False,True,False,False
2370.png,data/raw/images/2370.png,NMF,0,success,,22,16176,1398,False,False,False,True,False,False
2371.png,data/raw/images/2371.png,NMF,0,success,,16,16272,1189,False,False,False,False,False,False
2372.png,data/raw/images/2372.png,NMF,0,success,,22,16188,862,False,False,False,True,False,False
2373.png,data/raw/images/2373.png,NMF,0,success,,27,15737,1361,False,False,False,True,False,False
2374.png,data/raw/images/2374.png,NMF,0,success,,11,16258,917,False,False,False,False,False,False
2375.png,data/raw/images/2375.png,AMF,1,success,,32,16221,2695,False,False,False,True,False,False
2376.png,data/raw/images/2376.png,AMF,1,success,,22,16279,1153,False,False,False,True,False,False
2377.png,data/raw/images/2377.png,NMF,0,success,,13,16111,875,False,False,False,False,False,False
2378.png,data/raw/images/2378.png,NMF,0,success,,26,16207,1247,False,False,False,True,False,False
2379.png,data/raw/images/2379.png,NMF,0,success,,14,16301,887,False,False,False,False,False,False
2380.png,data/raw/images/2380.png,NMF,0,success,,18,16221,964,False,False,False,False,False,False
2381.png,data/raw/images/2381.png,NMF,0,success,,26,15959,1278,False,False,False,True,False,False
2382.png,data/raw/images/2382.png,NMF,0,success,,15,16225,1065,False,False,False,False,False,False
2383.png,data/raw/images/2383.png,NMF,0,success,,20,16142,1204,False,False,False,False,False,False
2384.png,data/raw/images/2384.png,NMF,0,success,,11,16066,1229,False,False,False,False,False,False
2385.png,data/raw/images/2385.png,AMF,1,success,,21,15889,1089,False,False,False,True,False,False
2386.png,data/raw/images/2386.png,NMF,0,success,,22,15886,1195,False,False,False,True,False,False
2387.png,data/raw/images/2387.png,NMF,0,success,,25,16088,1545,False,False,False,True,False,False
2388.png,data/raw/images/2388.png,NMF,0,success,,23,15784,1625,False,False,False,True,False,False
2389.png,data/raw/images/2389.png,NMF,0,success,,19,15931,1545,False,False,False,False,False,False
2390.png,data/raw/images/2390.png,NMF,0,success,,21,15488,989,False,False,False,True,False,False
2391.png,data/raw/images/2391.png,NMF,0,success,,14,16279,821,False,False,False,False,False,False
2392.png,data/raw/images/2392.png,NMF,0,success,,22,16316,1258,False,False,False,True,False,False
2393.png,data/raw/images/2393.png,NMF,0,success,,23,16101,910,False,False,False,True,False,False
2394.png,data/raw/images/2394.png,NMF,0,success,,14,16291,1203,False,False,False,False,False,False
2395.png,data/raw/images/2395.png,NMF,0,success,,32,16323,1276,False,False,False,True,False,False
2396.png,data/raw/images/2396.png,NMF,0,success,,23,16284,1467,False,False,False,True,False,False
2397.png,data/raw/images/2397.png,NMF,0,success,,33,15816,1367,False,False,False,True,False,False
2398.png,data/raw/images/2398.png,AMF,1,success,,25,16254,1504,False,False,False,True,False,False
2399.png,data/raw/images/2399.png,NMF,0,success,,16,16230,960,False,False,False,False,False,False
2400.png,data/raw/images/2400.png,NMF,0,success,,28,16172,1688,False,False,False,True,False,False
2401.png,data/raw/images/2401.png,NMF,0,success,,16,15512,985,False,False,False,False,False,False
2402.png,data/raw/images/2402.png,NMF,0,success,,14,16125,1062,False,False,False,False,False,False
2403.png,data/raw/images/2403.png,NMF,0,success,,11,15394,1234,False,False,False,False,False,False
2404.png,data/raw/images/2404.png,AMF,1,success,,12,16008,1143,False,False,False,False,False,False
2406.png,data/raw/images/2406.png,NMF,0,success,,30,16121,1038,False,False,False,True,False,False
2407.png,data/raw/images/2407.png,NMF,0,success,,29,16029,2139,False,False,False,True,False,False
2408.png,data/raw/images/2408.png,NMF,0,success,,15,16170,808,False,False,False,False,False,False
2409.png,data/raw/images/2409.png,NMF,0,success,,25,16263,1188,False,False,False,True,False,False
2410.png,data/raw/images/2410.png,NMF,0,success,,23,16359,1070,False,False,False,True,False,False
2411.png,data/raw/images/2411.png,NMF,0,success,,14,16177,1222,False,False,False,False,False,False
2412.png,data/raw/images/2412.png,NMF,0,success,,16,16192,1176,False,False,False,False,False,False
2413.png,data/raw/images/2413.png,NMF,0,success,,28,16020,1291,False,False,False,True,False,False
2414.png,data/raw/images/2414.png,NMF,0,success,,23,16131,978,False,False,False,True,False,False
2415.png,data/raw/images/2415.png,NMF,0,success,,26,16215,1142,False,False,False,True,False,False
2416.png,data/raw/images/2416.png,NMF,0,success,,23,16189,1108,False,False,False,True,False,False
2417.png,data/raw/images/2417.png,NMF,0,success,,26,16081,1794,False,False,False,True,False,False
2418.png,data/raw/images/2418.png,NMF,0,success,,12,16050,1182,False,False,False,False,False,False
2419.png,data/raw/images/2419.png,NMF,0,success,,20,16106,973,False,False,False,False,False,False
2420.png,data/raw/images/2420.png,NMF,0,success,,18,16059,1045,False,False,False,False,False,False
2421.png,data/raw/images/2421.png,NMF,0,success,,23,16311,1287,False,False,False,True,False,False
2423.png,data/raw/images/2423.png,NMF,0,success,,19,16043,1753,False,False,False,False,False,False
2424.png,data/raw/images/2424.png,NMF,0,success,,23,16166,1139,False,False,False,True,False,False
2425.png,data/raw/images/2425.png,NMF,0,success,,18,15449,1173,False,False,False,False,False,False
2426.png,data/raw/images/2426.png,NMF,0,success,,15,16384,1267,False,False,False,False,False,False
2427.png,data/raw/images/2427.png,NMF,0,success,,20,16384,1052,False,False,False,False,False,False
2428.png,data/raw/images/2428.png,NMF,0,success,,18,16384,807,False,False,False,False,False,False
2429.png,data/raw/images/2429.png,NMF,0,success,,26,16346,1268,False,False,False,True,False,False
2430.png,data/raw/images/2430.png,NMF,0,success,,19,16313,1417,False,False,False,False,False,False
2431.png,data/raw/images/2431.png,NMF,0,success,,24,16383,1282,False,False,False,True,False,False
2432.png,data/raw/images/2432.png,NMF,0,success,,11,16195,1466,False,False,False,False,False,False
2433.png,data/raw/images/2433.png,NMF,0,success,,15,16060,1445,False,False,False,False,False,False
2434.png,data/raw/images/2434.png,NMF,0,success,,15,16384,1309,False,False,False,False,False,False
2435.png,data/raw/images/2435.png,NMF,0,success,,19,16119,1013,False,False,False,False,False,False
2436.png,data/raw/images/2436.png,NMF,0,success,,13,15505,1050,False,False,False,False,False,False
2437.png,data/raw/images/2437.png,NMF,0,success,,22,16147,1371,False,False,False,True,False,False
2438.png,data/raw/images/2438.png,NMF,0,success,,11,16328,1560,False,False,False,False,False,False
2439.png,data/raw/images/2439.png,AMF,1,success,,24,16370,2764,False,False,False,True,False,False
2440.png,data/raw/images/2440.png,NMF,0,success,,13,16334,1214,False,False,False,False,False,False
2441.png,data/raw/images/2441.png,NMF,0,success,,23,16379,1696,False,False,False,True,False,False
2442.png,data/raw/images/2442.png,NMF,0,success,,19,16371,1818,False,False,False,False,False,False
2443.png,data/raw/images/2443.png,NMF,0,success,,21,16286,1539,False,False,False,True,False,False
2445.png,data/raw/images/2445.png,NMF,0,success,,13,16375,1019,False,False,False,False,False,False
2446.png,data/raw/images/2446.png,NMF,0,success,,17,16292,1784,False,False,False,False,False,False
2447.png,data/raw/images/2447.png,NMF,0,success,,18,16355,2092,False,False,False,False,False,False
2448.png,data/raw/images/2448.png,NMF,0,success,,11,15945,1499,False,False,False,False,False,False
2449.png,data/raw/images/2449.png,NMF,0,success,,21,16384,1180,False,False,False,True,False,False
2450.png,data/raw/images/2450.png,NMF,0,success,,29,16384,1681,False,False,False,True,False,False
2451.png,data/raw/images/2451.png,NMF,0,success,,17,16380,1254,False,False,False,False,False,False
2452.png,data/raw/images/2452.png,AMF,1,success,,6,16143,823,False,False,False,False,False,False
2453.png,data/raw/images/2453.png,NMF,0,success,,11,16384,797,False,False,False,False,False,False
2454.png,data/raw/images/2454.png,NMF,0,success,,5,16107,1922,False,False,False,False,False,False
2456.png,data/raw/images/2456.png,NMF,0,success,,11,16329,1246,False,False,False,False,False,False
2457.png,data/raw/images/2457.png,NMF,0,success,,11,16290,1588,False,False,False,False,False,False
2458.png,data/raw/images/2458.png,NMF,0,success,,22,16200,1712,False,False,False,True,False,False
2459.png,data/raw/images/2459.png,NMF,0,success,,21,16243,1562,False,False,False,True,False,False
2460.png,data/raw/images/2460.png,AMF,1,success,,25,16371,1107,False,False,False,True,False,False
2461.png,data/raw/images/2461.png,NMF,0,success,,32,16380,1346,False,False,False,True,False,False
2462.png,data/raw/images/2462.png,NMF,0,success,,21,16329,2026,False,False,False,True,False,False
2463.png,data/raw/images/2463.png,NMF,0,success,,25,16381,1678,False,False,False,True,False,False
2464.png,data/raw/images/2464.png,NMF,0,success,,13,16316,1259,False,False,False,False,False,False
2465.png,data/raw/images/2465.png,NMF,0,success,,16,15192,1582,False,False,False,False,False,False
2466.png,data/raw/images/2466.png,NMF,0,success,,19,16291,1273,False,False,False,False,False,False
2467.png,data/raw/images/2467.png,NMF,0,success,,10,15515,1363,False,False,False,False,False,False
2468.png,data/raw/images/2468.png,NMF,0,success,,20,16318,1171,False,False,False,False,False,False
2469.png,data/raw/images/2469.png,NMF,0,success,,18,15468,1219,False,False,False,False,False,False
2470.png,data/raw/images/2470.png,NMF,0,success,,24,16098,1062,False,False,False,True,False,False
2471.png,data/raw/images/2471.png,NMF,0,success,,22,16292,972,False,False,False,True,False,False
2472.png,data/raw/images/2472.png,NMF,0,success,,20,16324,874,False,False,False,False,False,False
2473.png,data/raw/images/2473.png,NMF,0,success,,15,15762,884,False,False,False,False,False,False
2474.png,data/raw/images/2474.png,NMF,0,success,,12,16143,954,False,False,False,False,False,False
2475.png,data/raw/images/2475.png,NMF,0,success,,11,16282,1375,False,False,False,False,False,False
2476.png,data/raw/images/2476.png,NMF,0,success,,12,13865,1113,False,False,False,False,False,False
2477.png,data/raw/images/2477.png,NMF,0,success,,14,16112,1307,False,False,False,False,False,False
2478.png,data/raw/images/2478.png,NMF,0,success,,15,16259,987,False,False,False,False,False,False
2479.png,data/raw/images/2479.png,NMF,0,success,,21,16381,985,False,False,False,True,False,False
2480.png,data/raw/images/2480.png,NMF,0,success,,16,16181,1153,False,False,False,False,False,False
2481.png,data/raw/images/2481.png,NMF,0,success,,16,16302,857,False,False,False,False,False,False
2482.png,data/raw/images/2482.png,NMF,0,success,,23,16362,1660,False,False,False,True,False,False
2483.png,data/raw/images/2483.png,NMF,0,success,,26,16342,1216,False,False,False,True,False,False
2484.png,data/raw/images/2484.png,NMF,0,success,,16,15389,1463,False,False,False,False,False,False
2485.png,data/raw/images/2485.png,NMF,0,success,,23,15983,1267,False,False,False,True,False,False
2486.png,data/raw/images/2486.png,NMF,0,success,,18,16040,1067,False,False,False,False,False,False
2487.png,data/raw/images/2487.png,NMF,0,success,,18,16218,1469,False,False,False,False,False,False
2488.png,data/raw/images/2488.png,NMF,0,success,,13,15708,1107,False,False,False,False,False,False
2489.png,data/raw/images/2489.png,NMF,0,success,,17,16209,1216,False,False,False,False,False,False
2490.png,data/raw/images/2490.png,NMF,0,success,,16,16232,1427,False,False,False,False,False,False
2491.png,data/raw/images/2491.png,NMF,0,success,,14,14196,1090,False,False,False,False,False,False
2492.png,data/raw/images/2492.png,NMF,0,success,,13,16323,900,False,False,False,False,False,False
2493.png,data/raw/images/2493.png,NMF,0,success,,30,16199,1376,False,False,False,True,False,False
2494.png,data/raw/images/2494.png,NMF,0,success,,20,15601,1360,False,False,False,False,False,False
2495.png,data/raw/images/2495.png,NMF,0,success,,20,16281,1167,False,False,False,False,False,False
2496.png,data/raw/images/2496.png,NMF,0,success,,28,16158,1173,False,False,False,True,False,False
2497.png,data/raw/images/2497.png,AMF,1,success,,12,16365,1314,False,False,False,False,False,False
2498.png,data/raw/images/2498.png,NMF,0,success,,20,16360,1309,False,False,False,False,False,False
2499.png,data/raw/images/2499.png,NMF,0,success,,17,15957,1200,False,False,False,False,False,False
2500.png,data/raw/images/2500.png,NMF,0,success,,22,16301,1233,False,False,False,True,False,False
2501.png,data/raw/images/2501.png,NMF,0,success,,16,16355,1298,False,False,False,False,False,False
2502.png,data/raw/images/2502.png,NMF,0,success,,19,16224,1146,False,False,False,False,False,False
2503.png,data/raw/images/2503.png,NMF,0,success,,13,15496,1196,False,False,False,False,False,False
2504.png,data/raw/images/2504.png,NMF,0,success,,21,12567,821,False,False,False,True,False,False
2506.png,data/raw/images/2506.png,NMF,0,success,,17,16253,1784,False,False,False,False,False,False
2507.png,data/raw/images/2507.png,NMF,0,success,,18,16339,1342,False,False,False,False,False,False
2508.png,data/raw/images/2508.png,NMF,0,success,,16,16376,1064,False,False,False,False,False,False
2510.png,data/raw/images/2510.png,NMF,0,success,,28,16250,1146,False,False,False,True,False,False
2511.png,data/raw/images/2511.png,AMF,1,success,,28,15767,2097,False,False,False,True,False,False
2512.png,data/raw/images/2512.png,NMF,0,success,,18,15727,1293,False,False,False,False,False,False
2513.png,data/raw/images/2513.png,NMF,0,success,,31,16080,1403,False,False,False,True,False,False
2514.png,data/raw/images/2514.png,NMF,0,success,,16,15992,1643,False,False,False,False,False,False
2515.png,data/raw/images/2515.png,NMF,0,success,,27,16183,1834,False,False,False,True,False,False
2516.png,data/raw/images/2516.png,NMF,0,success,,20,16172,1412,False,False,False,False,False,False
2517.png,data/raw/images/2517.png,NMF,0,success,,19,16146,998,False,False,False,False,False,False
2518.png,data/raw/images/2518.png,NMF,0,success,,23,15868,1368,False,False,False,True,False,False
2519.png,data/raw/images/2519.png,NMF,0,success,,30,16197,1311,False,False,False,True,False,False
2520.png,data/raw/images/2520.png,NMF,0,success,,23,16105,1098,False,False,False,True,False,False
2521.png,data/raw/images/2521.png,NMF,0,success,,32,16212,1169,False,False,False,True,False,False
2522.png,data/raw/images/2522.png,NMF,0,success,,28,16158,1159,False,False,False,True,False,False
2523.png,data/raw/images/2523.png,NMF,0,success,,21,16114,1120,False,False,False,True,False,False
2524.png,data/raw/images/2524.png,NMF,0,success,,24,16005,1296,False,False,False,True,False,False
2525.png,data/raw/images/2525.png,NMF,0,success,,28,16282,1218,False,False,False,True,False,False
2526.png,data/raw/images/2526.png,NMF,0,success,,26,16147,1301,False,False,False,True,False,False
2527.png,data/raw/images/2527.png,NMF,0,success,,24,16164,1073,False,False,False,True,False,False
2528.png,data/raw/images/2528.png,NMF,0,success,,13,16122,937,False,False,False,False,False,False
2529.png,data/raw/images/2529.png,NMF,0,success,,31,16229,1276,False,False,False,True,False,False
2531.png,data/raw/images/2531.png,NMF,0,success,,32,16317,1114,False,False,False,True,False,False
2532.png,data/raw/images/2532.png,NMF,0,success,,15,16333,1111,False,False,False,False,False,False
2533.png,data/raw/images/2533.png,NMF,0,success,,26,16316,1362,False,False,False,True,False,False
2534.png,data/raw/images/2534.png,NMF,0,success,,27,16362,1251,False,False,False,True,False,False
2535.png,data/raw/images/2535.png,NMF,0,success,,31,16334,1581,False,False,False,True,False,False
2536.png,data/raw/images/2536.png,NMF,0,success,,30,16162,1176,False,False,False,True,False,False
2537.png,data/raw/images/2537.png,NMF,0,success,,24,16169,1304,False,False,False,True,False,False
2538.png,data/raw/images/2538.png,NMF,0,success,,10,16184,534,False,False,False,False,False,False
2539.png,data/raw/images/2539.png,NMF,0,success,,30,16117,1291,False,False,False,True,False,False
2541.png,data/raw/images/2541.png,NMF,0,success,,14,16343,680,False,False,False,False,False,False
2542.png,data/raw/images/2542.png,NMF,0,success,,17,16005,1137,False,False,False,False,False,False
2543.png,data/raw/images/2543.png,AMF,1,success,,19,15926,1034,False,False,False,False,False,False
2544.png,data/raw/images/2544.png,NMF,0,success,,17,15935,1076,False,False,False,False,False,False
2545.png,data/raw/images/2545.png,NMF,0,success,,34,16118,1298,False,False,False,True,False,False
2546.png,data/raw/images/2546.png,AMF,1,success,,24,16128,1266,False,False,False,True,False,False
2547.png,data/raw/images/2547.png,NMF,0,success,,32,16076,1513,False,False,False,True,False,False
2548.png,data/raw/images/2548.png,NMF,0,success,,28,16231,1361,False,False,False,True,False,False
2549.png,data/raw/images/2549.png,NMF,0,success,,23,16287,1147,False,False,False,True,False,False
2550.png,data/raw/images/2550.png,NMF,0,success,,26,16190,1532,False,False,False,True,False,False
2551.png,data/raw/images/2551.png,NMF,0,success,,24,16224,1702,False,False,False,True,False,False
2552.png,data/raw/images/2552.png,NMF,0,success,,22,16266,1394,False,False,False,True,False,False
2553.png,data/raw/images/2553.png,NMF,0,success,,30,16203,1315,False,False,False,True,False,False
2554.png,data/raw/images/2554.png,NMF,0,success,,31,16055,1587,False,False,False,True,False,False
2557.png,data/raw/images/2557.png,NMF,0,success,,21,15063,1135,False,False,False,True,False,False
2558.png,data/raw/images/2558.png,NMF,0,success,,23,15328,1004,False,False,False,True,False,False
2559.png,data/raw/images/2559.png,NMF,0,success,,21,14946,962,False,False,False,True,False,False
2560.png,data/raw/images/2560.png,NMF,0,success,,20,15789,1082,False,False,False,False,False,False
2561.png,data/raw/images/2561.png,NMF,0,success,,22,16076,1379,False,False,False,True,False,False
2562.png,data/raw/images/2562.png,NMF,0,success,,17,15276,1131,False,False,False,False,False,False
2563.png,data/raw/images/2563.png,NMF,0,success,,26,16135,1251,False,False,False,True,False,False
2564.png,data/raw/images/2564.png,NMF,0,success,,33,16178,1306,False,False,False,True,False,False
2565.png,data/raw/images/2565.png,NMF,0,success,,24,15594,1358,False,False,False,True,False,False
2566.png,data/raw/images/2566.png,NMF,0,success,,29,16024,1931,False,False,False,True,False,False
2567.png,data/raw/images/2567.png,NMF,0,success,,27,15677,1668,False,False,False,True,False,False
2568.png,data/raw/images/2568.png,NMF,0,success,,23,14954,1088,False,False,False,True,False,False
2569.png,data/raw/images/2569.png,AMF,1,success,,21,15882,975,False,False,False,True,False,False
2570.png,data/raw/images/2570.png,NMF,0,success,,11,14637,927,False,False,False,False,False,False
2571.png,data/raw/images/2571.png,NMF,0,success,,21,15318,1470,False,False,False,True,False,False
2572.png,data/raw/images/2572.png,NMF,0,success,,12,15945,1123,False,False,False,False,False,False
2573.png,data/raw/images/2573.png,NMF,0,success,,27,16147,998,False,False,False,True,False,False
2574.png,data/raw/images/2574.png,NMF,0,success,,20,16037,1179,False,False,False,False,False,False
2575.png,data/raw/images/2575.png,NMF,0,success,,32,16224,1644,False,False,False,True,False,False
2576.png,data/raw/images/2576.png,NMF,0,success,,25,15822,1229,False,False,False,True,False,False
2577.png,data/raw/images/2577.png,NMF,0,success,,27,16285,1145,False,False,False,True,False,False
2578.png,data/raw/images/2578.png,NMF,0,success,,12,16234,1113,False,False,False,False,False,False
2579.png,data/raw/images/2579.png,NMF,0,success,,26,15652,1230,False,False,False,True,False,False
2580.png,data/raw/images/2580.png,NMF,0,success,,31,16272,1158,False,False,False,True,False,False
2581.png,data/raw/images/2581.png,NMF,0,success,,27,16193,1181,False,False,False,True,False,False
2582.png,data/raw/images/2582.png,NMF,0,success,,24,15963,954,False,False,False,True,False,False
2583.png,data/raw/images/2583.png,NMF,0,success,,32,16269,1320,False,False,False,True,False,False
2584.png,data/raw/images/2584.png,NMF,0,success,,15,16277,1069,False,False,False,False,False,False
2585.png,data/raw/images/2585.png,NMF,0,success,,43,16248,1583,False,False,False,True,False,False
2586.png,data/raw/images/2586.png,NMF,0,success,,18,15346,1229,False,False,False,False,False,False
2587.png,data/raw/images/2587.png,NMF,0,success,,15,15555,1161,False,False,False,False,False,False
2589.png,data/raw/images/2589.png,NMF,0,success,,24,15679,977,False,False,False,True,False,False
2590.png,data/raw/images/2590.png,NMF,0,success,,15,14636,1011,False,False,False,False,False,False
2591.png,data/raw/images/2591.png,NMF,0,success,,26,16004,1196,False,False,False,True,False,False
2592.png,data/raw/images/2592.png,NMF,0,success,,18,15360,1109,False,False,False,False,False,False
2593.png,data/raw/images/2593.png,NMF,0,success,,21,14781,1445,False,False,False,True,False,False
2594.png,data/raw/images/2594.png,NMF,0,success,,28,15220,1141,False,False,False,True,False,False
2595.png,data/raw/images/2595.png,NMF,0,success,,14,15856,927,False,False,False,False,False,False
2596.png,data/raw/images/2596.png,NMF,0,success,,14,15835,850,False,False,False,False,False,False
2597.png,data/raw/images/2597.png,NMF,0,success,,23,15808,1065,False,False,False,True,False,False
2598.png,data/raw/images/2598.png,NMF,0,success,,15,15921,797,False,False,False,False,False,False
2599.png,data/raw/images/2599.png,NMF,0,success,,26,15823,1181,False,False,False,True,False,False
2600.png,data/raw/images/2600.png,NMF,0,success,,18,15909,1024,False,False,False,False,False,False
2601.png,data/raw/images/2601.png,NMF,0,success,,18,16150,973,False,False,False,False,False,False
2602.png,data/raw/images/2602.png,NMF,0,success,,25,15679,1227,False,False,False,True,False,False
2603.png,data/raw/images/2603.png,NMF,0,success,,29,16244,1352,False,False,False,True,False,False
2604.png,data/raw/images/2604.png,NMF,0,success,,21,16382,1341,False,False,False,True,False,False
2605.png,data/raw/images/2605.png,NMF,0,success,,24,16342,1244,False,False,False,True,False,False
2607.png,data/raw/images/2607.png,NMF,0,success,,24,15779,1008,False,False,False,True,False,False
2608.png,data/raw/images/2608.png,NMF,0,success,,21,15863,945,False,False,False,True,False,False
2609.png,data/raw/images/2609.png,NMF,0,success,,22,15748,870,False,False,False,True,False,False
2610.png,data/raw/images/2610.png,NMF,0,success,,20,15801,1166,False,False,False,False,False,False
2611.png,data/raw/images/2611.png,NMF,0,success,,27,16066,1433,False,False,False,True,False,False
2612.png,data/raw/images/2612.png,NMF,0,success,,17,16081,1450,False,False,False,False,False,False
2613.png,data/raw/images/2613.png,NMF,0,success,,22,16245,1070,False,False,False,True,False,False
2614.png,data/raw/images/2614.png,NMF,0,success,,31,16260,1664,False,False,False,True,False,False
2615.png,data/raw/images/2615.png,AMF,1,success,,21,15194,1344,False,False,False,True,False,False
2616.png,data/raw/images/2616.png,NMF,0,success,,20,16329,1586,False,False,False,False,False,False
2617.png,data/raw/images/2617.png,NMF,0,success,,30,15629,1521,False,False,False,True,False,False
2618.png,data/raw/images/2618.png,NMF,0,success,,21,16000,1429,False,False,False,True,False,False
2619.png,data/raw/images/2619.png,NMF,0,success,,26,16373,1872,False,False,False,True,False,False
2620.png,data/raw/images/2620.png,NMF,0,success,,18,16351,5919,False,False,False,False,False,False
2621.png,data/raw/images/2621.png,NMF,0,success,,23,16379,1509,False,False,False,True,False,False
2622.png,data/raw/images/2622.png,NMF,0,success,,31,16377,1840,False,False,False,True,False,False
2623.png,data/raw/images/2623.png,AMF,1,success,,31,16360,1769,False,False,False,True,False,False
2624.png,data/raw/images/2624.png,NMF,0,success,,21,16383,1064,False,False,False,True,False,False
2625.png,data/raw/images/2625.png,NMF,0,success,,28,16365,1374,False,False,False,True,False,False
2626.png,data/raw/images/2626.png,NMF,0,success,,31,16370,1958,False,False,False,True,False,False
2627.png,data/raw/images/2627.png,NMF,0,success,,23,16374,1709,False,False,False,True,False,False
2628.png,data/raw/images/2628.png,NMF,0,success,,24,16383,1407,False,False,False,True,False,False
2629.png,data/raw/images/2629.png,NMF,0,success,,20,16372,1150,False,False,False,False,False,False
2630.png,data/raw/images/2630.png,NMF,0,success,,18,16360,1133,False,False,False,False,False,False
2631.png,data/raw/images/2631.png,NMF,0,success,,34,16384,1906,False,False,False,True,False,False
2632.png,data/raw/images/2632.png,NMF,0,success,,31,16384,1388,False,False,False,True,False,False
2633.png,data/raw/images/2633.png,NMF,0,success,,22,16358,1578,False,False,False,True,False,False
2634.png,data/raw/images/2634.png,NMF,0,success,,22,16378,971,False,False,False,True,False,False
2635.png,data/raw/images/2635.png,NMF,0,success,,24,16384,1538,False,False,False,True,False,False
2636.png,data/raw/images/2636.png,NMF,0,success,,31,16384,1553,False,False,False,True,False,False
2637.png,data/raw/images/2637.png,NMF,0,success,,19,16376,1201,False,False,False,False,False,False
2638.png,data/raw/images/2638.png,NMF,0,success,,35,16373,2384,False,False,False,True,False,False
2639.png,data/raw/images/2639.png,NMF,0,success,,27,16384,2094,False,False,False,True,False,False
2640.png,data/raw/images/2640.png,NMF,0,success,,28,16376,1914,False,False,False,True,False,False
2641.png,data/raw/images/2641.png,NMF,0,success,,33,16384,1650,False,False,False,True,False,False
2642.png,data/raw/images/2642.png,NMF,0,success,,25,16383,1226,False,False,False,True,False,False
2643.png,data/raw/images/2643.png,NMF,0,success,,27,16320,1531,False,False,False,True,False,False
2644.png,data/raw/images/2644.png,NMF,0,success,,21,16378,1241,False,False,False,True,False,False
2645.png,data/raw/images/2645.png,NMF,0,success,,27,16384,1815,False,False,False,True,False,False
2646.png,data/raw/images/2646.png,NMF,0,success,,36,16384,1900,False,False,False,True,False,False
2647.png,data/raw/images/2647.png,NMF,0,success,,20,16370,1732,False,False,False,False,False,False
2648.png,data/raw/images/2648.png,NMF,0,success,,24,16384,1560,False,False,False,True,False,False
2649.png,data/raw/images/2649.png,NMF,0,success,,32,16381,996,False,False,False,True,False,False
2650.png,data/raw/images/2650.png,NMF,0,success,,17,16382,995,False,False,False,False,False,False
2651.png,data/raw/images/2651.png,NMF,0,success,,27,16384,1228,False,False,False,True,False,False
2652.png,data/raw/images/2652.png,NMF,0,success,,36,16373,1710,False,False,False,True,False,False
2654.png,data/raw/images/2654.png,NMF,0,success,,29,16375,2656,False,False,False,True,False,False
2655.png,data/raw/images/2655.png,NMF,0,success,,33,16376,1953,False,False,False,True,False,False
2656.png,data/raw/images/2656.png,NMF,0,success,,20,16384,1913,False,False,False,False,False,False
