image_id,filename,coordinateX,coordinateY,Tumor,Scanner,Origin,Species,expert1,expert2,expert3,majority,source_csv_image_id,image_id_for_processing,image_path,final_label,numeric_label
1896.png,268.tiff,997,3103,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1896.png,1896.png,data/raw/images/1896.png,NMF,0
1897.png,268.tiff,1184,3060,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1897.png,1897.png,data/raw/images/1897.png,NMF,0
1898.png,268.tiff,2147,2795,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1898.png,1898.png,data/raw/images/1898.png,NMF,0
1899.png,268.tiff,2216,2801,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1899.png,1899.png,data/raw/images/1899.png,NMF,0
1900.png,268.tiff,1659,3066,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1900.png,1900.png,data/raw/images/1900.png,NMF,0
1901.png,268.tiff,4279,2981,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1901.png,1901.png,data/raw/images/1901.png,NMF,0
1902.png,268.tiff,4315,3157,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1902.png,1902.png,data/raw/images/1902.png,NMF,0
1903.png,268.tiff,4672,3001,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1903.png,1903.png,data/raw/images/1903.png,NMF,0
1904.png,268.tiff,5023,2942,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1904.png,1904.png,data/raw/images/1904.png,NMF,0
1905.png,268.tiff,5156,2753,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,NMF,NMF,NMF,1905.png,1905.png,data/raw/images/1905.png,NMF,0
1906.png,268.tiff,5786,2625,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1906.png,1906.png,data/raw/images/1906.png,NMF,0
1907.png,268.tiff,5653,2900,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1907.png,1907.png,data/raw/images/1907.png,NMF,0
1908.png,268.tiff,5606,2876,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,1908.png,1908.png,data/raw/images/1908.png,AMF,1
1909.png,268.tiff,5738,3228,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1909.png,1909.png,data/raw/images/1909.png,NMF,0
1910.png,268.tiff,6071,2542,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1910.png,1910.png,data/raw/images/1910.png,NMF,0
1911.png,268.tiff,6081,2816,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1911.png,1911.png,data/raw/images/1911.png,NMF,0
1912.png,268.tiff,470,3326,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1912.png,1912.png,data/raw/images/1912.png,NMF,0
1913.png,268.tiff,648,4337,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1913.png,1913.png,data/raw/images/1913.png,NMF,0
1914.png,268.tiff,1605,3640,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1914.png,1914.png,data/raw/images/1914.png,NMF,0
1915.png,268.tiff,1657,3600,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1915.png,1915.png,data/raw/images/1915.png,NMF,0
1916.png,268.tiff,2440,3715,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,NMF,AMF,AMF,1916.png,1916.png,data/raw/images/1916.png,AMF,1
1917.png,268.tiff,2517,3688,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1917.png,1917.png,data/raw/images/1917.png,NMF,0
1918.png,268.tiff,2593,3528,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1918.png,1918.png,data/raw/images/1918.png,NMF,0
1919.png,268.tiff,3407,4506,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1919.png,1919.png,data/raw/images/1919.png,NMF,0
1920.png,268.tiff,2897,4078,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1920.png,1920.png,data/raw/images/1920.png,NMF,0
1921.png,268.tiff,3528,4023,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1921.png,1921.png,data/raw/images/1921.png,NMF,0
1922.png,268.tiff,3596,3618,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1922.png,1922.png,data/raw/images/1922.png,NMF,0
1923.png,268.tiff,3242,3645,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1923.png,1923.png,data/raw/images/1923.png,NMF,0
1924.png,268.tiff,3634,3507,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1924.png,1924.png,data/raw/images/1924.png,NMF,0
1925.png,268.tiff,3778,3553,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1925.png,1925.png,data/raw/images/1925.png,NMF,0
1926.png,268.tiff,4224,3358,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1926.png,1926.png,data/raw/images/1926.png,NMF,0
1927.png,268.tiff,4140,3364,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1927.png,1927.png,data/raw/images/1927.png,NMF,0
1928.png,268.tiff,3564,3952,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1928.png,1928.png,data/raw/images/1928.png,NMF,0
1929.png,268.tiff,3912,3920,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1929.png,1929.png,data/raw/images/1929.png,NMF,0
1930.png,268.tiff,3578,3740,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1930.png,1930.png,data/raw/images/1930.png,NMF,0
1931.png,268.tiff,4408,3782,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1931.png,1931.png,data/raw/images/1931.png,NMF,0
1932.png,268.tiff,4151,3454,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1932.png,1932.png,data/raw/images/1932.png,NMF,0
1933.png,268.tiff,4459,3897,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1933.png,1933.png,data/raw/images/1933.png,NMF,0
1934.png,268.tiff,4690,3549,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,1934.png,1934.png,data/raw/images/1934.png,AMF,1
1935.png,268.tiff,5222,3656,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1935.png,1935.png,data/raw/images/1935.png,NMF,0
1936.png,268.tiff,5493,3574,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1936.png,1936.png,data/raw/images/1936.png,NMF,0
1937.png,268.tiff,1788,4599,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1937.png,1937.png,data/raw/images/1937.png,NMF,0
1938.png,268.tiff,1859,4572,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1938.png,1938.png,data/raw/images/1938.png,NMF,0
1939.png,268.tiff,1956,4478,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1939.png,1939.png,data/raw/images/1939.png,NMF,0
1940.png,268.tiff,1700,4594,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1940.png,1940.png,data/raw/images/1940.png,NMF,0
1941.png,268.tiff,2330,4861,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1941.png,1941.png,data/raw/images/1941.png,NMF,0
1942.png,268.tiff,2484,4819,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,NMF,NMF,NMF,1942.png,1942.png,data/raw/images/1942.png,NMF,0
1943.png,268.tiff,2112,4789,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1943.png,1943.png,data/raw/images/1943.png,NMF,0
1945.png,268.tiff,3463,4833,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1945.png,1945.png,data/raw/images/1945.png,NMF,0
1946.png,268.tiff,3557,4844,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1946.png,1946.png,data/raw/images/1946.png,NMF,0
1947.png,268.tiff,3941,4576,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1947.png,1947.png,data/raw/images/1947.png,NMF,0
1948.png,268.tiff,3878,4568,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1948.png,1948.png,data/raw/images/1948.png,NMF,0
1949.png,268.tiff,3883,4397,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1949.png,1949.png,data/raw/images/1949.png,NMF,0
1951.png,268.tiff,5069,4305,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1951.png,1951.png,data/raw/images/1951.png,NMF,0
1952.png,268.tiff,6100,4443,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1952.png,1952.png,data/raw/images/1952.png,NMF,0
1953.png,268.tiff,6418,4799,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1953.png,1953.png,data/raw/images/1953.png,NMF,0
1954.png,268.tiff,5866,610,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,1954.png,1954.png,data/raw/images/1954.png,AMF,1
1955.png,268.tiff,3211,1342,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1955.png,1955.png,data/raw/images/1955.png,NMF,0
1956.png,269.tiff,1395,191,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1956.png,1956.png,data/raw/images/1956.png,NMF,0
1957.png,269.tiff,1155,322,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1957.png,1957.png,data/raw/images/1957.png,NMF,0
1958.png,269.tiff,1894,770,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1958.png,1958.png,data/raw/images/1958.png,NMF,0
1959.png,269.tiff,1777,652,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1959.png,1959.png,data/raw/images/1959.png,NMF,0
1960.png,269.tiff,2430,716,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,1960.png,1960.png,data/raw/images/1960.png,AMF,1
1961.png,269.tiff,2525,485,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1961.png,1961.png,data/raw/images/1961.png,NMF,0
1962.png,269.tiff,2974,908,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1962.png,1962.png,data/raw/images/1962.png,NMF,0
1963.png,269.tiff,3874,267,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,1963.png,1963.png,data/raw/images/1963.png,AMF,1
1964.png,269.tiff,3847,938,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1964.png,1964.png,data/raw/images/1964.png,NMF,0
1965.png,269.tiff,3771,971,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1965.png,1965.png,data/raw/images/1965.png,NMF,0
1966.png,269.tiff,3621,93,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1966.png,1966.png,data/raw/images/1966.png,NMF,0
1967.png,269.tiff,4449,892,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1967.png,1967.png,data/raw/images/1967.png,NMF,0
1968.png,269.tiff,4759,647,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1968.png,1968.png,data/raw/images/1968.png,NMF,0
1969.png,269.tiff,4580,435,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1969.png,1969.png,data/raw/images/1969.png,NMF,0
1970.png,269.tiff,5505,721,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1970.png,1970.png,data/raw/images/1970.png,NMF,0
1973.png,269.tiff,1650,1844,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1973.png,1973.png,data/raw/images/1973.png,NMF,0
1974.png,269.tiff,2839,1140,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,1974.png,1974.png,data/raw/images/1974.png,AMF,1
1975.png,269.tiff,1697,1051,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1975.png,1975.png,data/raw/images/1975.png,NMF,0
1976.png,269.tiff,2575,1727,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1976.png,1976.png,data/raw/images/1976.png,NMF,0
1977.png,269.tiff,2223,1233,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1977.png,1977.png,data/raw/images/1977.png,NMF,0
1978.png,269.tiff,5131,1248,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1978.png,1978.png,data/raw/images/1978.png,NMF,0
1979.png,269.tiff,5262,1512,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1979.png,1979.png,data/raw/images/1979.png,NMF,0
1980.png,269.tiff,5713,1479,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1980.png,1980.png,data/raw/images/1980.png,NMF,0
1981.png,269.tiff,5669,1454,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1981.png,1981.png,data/raw/images/1981.png,NMF,0
1982.png,269.tiff,5611,1623,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,1982.png,1982.png,data/raw/images/1982.png,AMF,1
1983.png,269.tiff,1400,2585,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1983.png,1983.png,data/raw/images/1983.png,NMF,0
1984.png,269.tiff,911,1861,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1984.png,1984.png,data/raw/images/1984.png,NMF,0
1985.png,269.tiff,2230,1999,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1985.png,1985.png,data/raw/images/1985.png,NMF,0
1986.png,269.tiff,1773,2076,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1986.png,1986.png,data/raw/images/1986.png,NMF,0
1987.png,269.tiff,2297,2669,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1987.png,1987.png,data/raw/images/1987.png,NMF,0
1988.png,269.tiff,3736,2299,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1988.png,1988.png,data/raw/images/1988.png,NMF,0
1989.png,269.tiff,4412,2371,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1989.png,1989.png,data/raw/images/1989.png,NMF,0
1990.png,269.tiff,3229,2603,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1990.png,1990.png,data/raw/images/1990.png,NMF,0
1991.png,269.tiff,3064,2467,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,1991.png,1991.png,data/raw/images/1991.png,AMF,1
1992.png,269.tiff,4539,2488,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1992.png,1992.png,data/raw/images/1992.png,NMF,0
1993.png,269.tiff,4585,2417,canine lymphoma,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,1993.png,1993.png,data/raw/images/1993.png,AMF,1
1994.png,269.tiff,5553,2272,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,1994.png,1994.png,data/raw/images/1994.png,NMF,0
1995.png,269.tiff,4748,2020,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1995.png,1995.png,data/raw/images/1995.png,NMF,0
1996.png,269.tiff,857,3398,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1996.png,1996.png,data/raw/images/1996.png,NMF,0
1997.png,269.tiff,956,3226,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1997.png,1997.png,data/raw/images/1997.png,NMF,0
1998.png,269.tiff,1172,2883,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,1998.png,1998.png,data/raw/images/1998.png,AMF,1
1999.png,269.tiff,642,3599,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,1999.png,1999.png,data/raw/images/1999.png,NMF,0
2000.png,269.tiff,2676,3330,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2000.png,2000.png,data/raw/images/2000.png,NMF,0
2001.png,269.tiff,3450,3258,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,2001.png,2001.png,data/raw/images/2001.png,NMF,0
2002.png,269.tiff,3717,2752,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,2002.png,2002.png,data/raw/images/2002.png,AMF,1
2003.png,269.tiff,4672,3250,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2003.png,2003.png,data/raw/images/2003.png,NMF,0
2004.png,269.tiff,4467,3266,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2004.png,2004.png,data/raw/images/2004.png,NMF,0
2005.png,269.tiff,4463,3595,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2005.png,2005.png,data/raw/images/2005.png,NMF,0
2006.png,269.tiff,4520,2757,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2006.png,2006.png,data/raw/images/2006.png,NMF,0
2007.png,269.tiff,5159,2762,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2007.png,2007.png,data/raw/images/2007.png,NMF,0
2008.png,269.tiff,2826,3655,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2008.png,2008.png,data/raw/images/2008.png,NMF,0
2009.png,269.tiff,2899,3743,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,2009.png,2009.png,data/raw/images/2009.png,AMF,1
2010.png,269.tiff,5076,3704,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2010.png,2010.png,data/raw/images/2010.png,NMF,0
2011.png,269.tiff,4629,3685,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,2011.png,2011.png,data/raw/images/2011.png,AMF,1
2012.png,269.tiff,2838,4565,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2012.png,2012.png,data/raw/images/2012.png,NMF,0
2013.png,269.tiff,2909,4604,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2013.png,2013.png,data/raw/images/2013.png,NMF,0
2014.png,269.tiff,3760,4566,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2014.png,2014.png,data/raw/images/2014.png,NMF,0
2015.png,270.tiff,982,132,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2015.png,2015.png,data/raw/images/2015.png,NMF,0
2017.png,270.tiff,1170,252,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2017.png,2017.png,data/raw/images/2017.png,NMF,0
2018.png,270.tiff,1250,626,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,2018.png,2018.png,data/raw/images/2018.png,AMF,1
2019.png,270.tiff,2242,372,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2019.png,2019.png,data/raw/images/2019.png,NMF,0
2020.png,270.tiff,2589,128,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2020.png,2020.png,data/raw/images/2020.png,NMF,0
2021.png,270.tiff,2619,163,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2021.png,2021.png,data/raw/images/2021.png,NMF,0
2022.png,270.tiff,2892,861,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2022.png,2022.png,data/raw/images/2022.png,NMF,0
2023.png,270.tiff,1679,543,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2023.png,2023.png,data/raw/images/2023.png,NMF,0
2024.png,270.tiff,3790,567,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2024.png,2024.png,data/raw/images/2024.png,NMF,0
2025.png,270.tiff,4148,905,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2025.png,2025.png,data/raw/images/2025.png,NMF,0
2026.png,270.tiff,4052,714,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2026.png,2026.png,data/raw/images/2026.png,NMF,0
2027.png,270.tiff,4230,791,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2027.png,2027.png,data/raw/images/2027.png,NMF,0
2028.png,270.tiff,3542,753,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2028.png,2028.png,data/raw/images/2028.png,NMF,0
2029.png,270.tiff,4958,508,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2029.png,2029.png,data/raw/images/2029.png,NMF,0
2030.png,270.tiff,5119,802,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2030.png,2030.png,data/raw/images/2030.png,NMF,0
2031.png,270.tiff,5419,824,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2031.png,2031.png,data/raw/images/2031.png,NMF,0
2032.png,270.tiff,6162,522,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2032.png,2032.png,data/raw/images/2032.png,NMF,0
2033.png,270.tiff,551,1142,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2033.png,2033.png,data/raw/images/2033.png,NMF,0
2034.png,270.tiff,1632,1556,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2034.png,2034.png,data/raw/images/2034.png,NMF,0
2035.png,270.tiff,1852,1102,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2035.png,2035.png,data/raw/images/2035.png,NMF,0
2036.png,270.tiff,1787,1008,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2036.png,2036.png,data/raw/images/2036.png,NMF,0
2037.png,270.tiff,2908,1830,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2037.png,2037.png,data/raw/images/2037.png,NMF,0
2038.png,270.tiff,4308,1177,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2038.png,2038.png,data/raw/images/2038.png,NMF,0
2039.png,270.tiff,4420,1258,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2039.png,2039.png,data/raw/images/2039.png,NMF,0
2040.png,270.tiff,4928,1768,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2040.png,2040.png,data/raw/images/2040.png,NMF,0
2041.png,270.tiff,5149,1130,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2041.png,2041.png,data/raw/images/2041.png,NMF,0
2042.png,270.tiff,4451,1354,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2042.png,2042.png,data/raw/images/2042.png,NMF,0
2044.png,270.tiff,592,2289,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2044.png,2044.png,data/raw/images/2044.png,NMF,0
2045.png,270.tiff,633,2698,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2045.png,2045.png,data/raw/images/2045.png,NMF,0
2046.png,270.tiff,1141,2471,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,2046.png,2046.png,data/raw/images/2046.png,NMF,0
2047.png,270.tiff,1407,2651,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2047.png,2047.png,data/raw/images/2047.png,NMF,0
2048.png,270.tiff,1085,2065,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2048.png,2048.png,data/raw/images/2048.png,NMF,0
2049.png,270.tiff,1717,2050,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2049.png,2049.png,data/raw/images/2049.png,NMF,0
2050.png,270.tiff,1965,2424,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2050.png,2050.png,data/raw/images/2050.png,NMF,0
2051.png,270.tiff,2293,2933,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,2051.png,2051.png,data/raw/images/2051.png,NMF,0
2052.png,270.tiff,2099,2801,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2052.png,2052.png,data/raw/images/2052.png,NMF,0
2053.png,270.tiff,3612,2130,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2053.png,2053.png,data/raw/images/2053.png,NMF,0
2054.png,270.tiff,3473,2641,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2054.png,2054.png,data/raw/images/2054.png,NMF,0
2055.png,270.tiff,4388,2373,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2055.png,2055.png,data/raw/images/2055.png,NMF,0
2056.png,270.tiff,5114,2731,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2056.png,2056.png,data/raw/images/2056.png,NMF,0
2057.png,270.tiff,5346,2290,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2057.png,2057.png,data/raw/images/2057.png,NMF,0
2058.png,270.tiff,5744,2401,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2058.png,2058.png,data/raw/images/2058.png,NMF,0
2059.png,270.tiff,587,2984,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2059.png,2059.png,data/raw/images/2059.png,NMF,0
2060.png,270.tiff,718,2749,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2060.png,2060.png,data/raw/images/2060.png,NMF,0
2061.png,270.tiff,3829,3521,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2061.png,2061.png,data/raw/images/2061.png,NMF,0
2062.png,270.tiff,4228,3410,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,2062.png,2062.png,data/raw/images/2062.png,NMF,0
2063.png,270.tiff,4035,2856,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2063.png,2063.png,data/raw/images/2063.png,NMF,0
2064.png,270.tiff,4271,2891,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2064.png,2064.png,data/raw/images/2064.png,NMF,0
2065.png,270.tiff,4692,3449,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2065.png,2065.png,data/raw/images/2065.png,NMF,0
2066.png,270.tiff,5489,3142,canine lymphoma,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,2066.png,2066.png,data/raw/images/2066.png,NMF,0
